,ID,Symbol,Entrez_Gene_ID,MGI_Marker_ID,Name,Feature_Type
49,10338094,NA,NA,NA,NA,NA
50,10338095,NA,NA,NA,NA,NA
51,10338096,NA,NA,NA,NA,NA
52,10338097,NA,NA,NA,NA,NA
53,10338098,NA,NA,NA,NA,NA
54,10338099,NA,NA,NA,NA,NA
55,10338100,NA,NA,NA,NA,NA
56,10338101,NA,NA,NA,NA,NA
57,10338102,NA,NA,NA,NA,NA
58,10338103,NA,NA,NA,NA,NA
59,10338104,NA,NA,NA,NA,NA
60,10338105,NA,NA,NA,NA,NA
61,10338106,NA,NA,NA,NA,NA
62,10338107,NA,NA,NA,NA,NA
63,10338108,NA,NA,NA,NA,NA
64,10338109,NA,NA,NA,NA,NA
65,10338110,NA,NA,NA,NA,NA
66,10338111,NA,NA,NA,NA,NA
67,10338112,NA,NA,NA,NA,NA
68,10338113,NA,NA,NA,NA,NA
69,10338114,NA,NA,NA,NA,NA
70,10338115,NA,NA,NA,NA,NA
71,10338116,NA,NA,NA,NA,NA
72,10338117,NA,NA,NA,NA,NA
73,10338118,NA,NA,NA,NA,NA
74,10338119,NA,NA,NA,NA,NA
75,10338120,NA,NA,NA,NA,NA
76,10338121,NA,NA,NA,NA,NA
77,10338122,NA,NA,NA,NA,NA
78,10338123,NA,NA,NA,NA,NA
79,10338124,NA,NA,NA,NA,NA
80,10338125,NA,NA,NA,NA,NA
81,10338126,NA,NA,NA,NA,NA
82,10338127,NA,NA,NA,NA,NA
83,10338128,NA,NA,NA,NA,NA
84,10338129,NA,NA,NA,NA,NA
85,10338130,NA,NA,NA,NA,NA
86,10338131,NA,NA,NA,NA,NA
87,10338132,NA,NA,NA,NA,NA
88,10338133,NA,NA,NA,NA,NA
89,10338134,NA,NA,NA,NA,NA
90,10338135,NA,NA,NA,NA,NA
91,10338136,NA,NA,NA,NA,NA
92,10338137,NA,NA,NA,NA,NA
93,10338138,NA,NA,NA,NA,NA
94,10338139,NA,NA,NA,NA,NA
95,10338140,NA,NA,NA,NA,NA
96,10338141,NA,NA,NA,NA,NA
97,10338142,NA,NA,NA,NA,NA
98,10338143,NA,NA,NA,NA,NA
99,10338144,NA,NA,NA,NA,NA
100,10338145,NA,NA,NA,NA,NA
101,10338146,NA,NA,NA,NA,NA
102,10338147,NA,NA,NA,NA,NA
103,10338148,NA,NA,NA,NA,NA
104,10338149,NA,NA,NA,NA,NA
105,10338150,NA,NA,NA,NA,NA
106,10338151,NA,NA,NA,NA,NA
107,10338152,NA,NA,NA,NA,NA
108,10338153,NA,NA,NA,NA,NA
109,10338154,NA,NA,NA,NA,NA
110,10338155,NA,NA,NA,NA,NA
111,10338156,NA,NA,NA,NA,NA
112,10338157,NA,NA,NA,NA,NA
113,10338158,NA,NA,NA,NA,NA
114,10338159,NA,NA,NA,NA,NA
115,10338160,NA,NA,NA,NA,NA
116,10338161,NA,NA,NA,NA,NA
117,10338162,NA,NA,NA,NA,NA
118,10338163,NA,NA,NA,NA,NA
119,10338164,NA,NA,NA,NA,NA
120,10338165,NA,NA,NA,NA,NA
121,10338166,NA,NA,NA,NA,NA
122,10338167,NA,NA,NA,NA,NA
123,10338168,NA,NA,NA,NA,NA
124,10338169,NA,NA,NA,NA,NA
125,10338170,NA,NA,NA,NA,NA
126,10338171,NA,NA,NA,NA,NA
127,10338172,NA,NA,NA,NA,NA
128,10338173,NA,NA,NA,NA,NA
129,10338174,NA,NA,NA,NA,NA
130,10338175,NA,NA,NA,NA,NA
131,10338176,NA,NA,NA,NA,NA
132,10338177,NA,NA,NA,NA,NA
133,10338178,NA,NA,NA,NA,NA
134,10338179,NA,NA,NA,NA,NA
135,10338180,NA,NA,NA,NA,NA
136,10338181,NA,NA,NA,NA,NA
137,10338182,NA,NA,NA,NA,NA
138,10338183,NA,NA,NA,NA,NA
139,10338184,NA,NA,NA,NA,NA
140,10338185,NA,NA,NA,NA,NA
141,10338186,NA,NA,NA,NA,NA
142,10338187,NA,NA,NA,NA,NA
143,10338188,NA,NA,NA,NA,NA
144,10338189,NA,NA,NA,NA,NA
145,10338190,NA,NA,NA,NA,NA
146,10338191,NA,NA,NA,NA,NA
147,10338192,NA,NA,NA,NA,NA
148,10338193,NA,NA,NA,NA,NA
149,10338194,NA,NA,NA,NA,NA
150,10338195,NA,NA,NA,NA,NA
151,10338196,NA,NA,NA,NA,NA
152,10338197,NA,NA,NA,NA,NA
153,10338198,NA,NA,NA,NA,NA
154,10338199,NA,NA,NA,NA,NA
155,10338200,NA,NA,NA,NA,NA
156,10338201,NA,NA,NA,NA,NA
157,10338202,NA,NA,NA,NA,NA
158,10338203,NA,NA,NA,NA,NA
159,10338204,NA,NA,NA,NA,NA
160,10338205,NA,NA,NA,NA,NA
161,10338206,NA,NA,NA,NA,NA
162,10338207,NA,NA,NA,NA,NA
163,10338208,NA,NA,NA,NA,NA
164,10338209,NA,NA,NA,NA,NA
165,10338210,NA,NA,NA,NA,NA
166,10338211,NA,NA,NA,NA,NA
167,10338212,NA,NA,NA,NA,NA
168,10338213,NA,NA,NA,NA,NA
169,10338214,NA,NA,NA,NA,NA
170,10338215,NA,NA,NA,NA,NA
171,10338216,NA,NA,NA,NA,NA
172,10338217,NA,NA,NA,NA,NA
173,10338218,NA,NA,NA,NA,NA
174,10338219,NA,NA,NA,NA,NA
175,10338220,NA,NA,NA,NA,NA
176,10338221,NA,NA,NA,NA,NA
177,10338222,NA,NA,NA,NA,NA
178,10338223,NA,NA,NA,NA,NA
179,10338224,NA,NA,NA,NA,NA
180,10338225,NA,NA,NA,NA,NA
181,10338226,NA,NA,NA,NA,NA
182,10338227,NA,NA,NA,NA,NA
183,10338228,NA,NA,NA,NA,NA
184,10338229,NA,NA,NA,NA,NA
185,10338230,NA,NA,NA,NA,NA
186,10338231,NA,NA,NA,NA,NA
187,10338232,NA,NA,NA,NA,NA
188,10338233,NA,NA,NA,NA,NA
189,10338234,NA,NA,NA,NA,NA
190,10338235,NA,NA,NA,NA,NA
191,10338236,NA,NA,NA,NA,NA
192,10338237,NA,NA,NA,NA,NA
193,10338238,NA,NA,NA,NA,NA
194,10338239,NA,NA,NA,NA,NA
195,10338240,NA,NA,NA,NA,NA
196,10338241,NA,NA,NA,NA,NA
197,10338242,NA,NA,NA,NA,NA
198,10338243,NA,NA,NA,NA,NA
199,10338244,NA,NA,NA,NA,NA
200,10338245,NA,NA,NA,NA,NA
201,10338246,NA,NA,NA,NA,NA
202,10338247,NA,NA,NA,NA,NA
203,10338248,NA,NA,NA,NA,NA
204,10338249,NA,NA,NA,NA,NA
205,10338250,NA,NA,NA,NA,NA
206,10338251,NA,NA,NA,NA,NA
207,10338252,NA,NA,NA,NA,NA
208,10338253,NA,NA,NA,NA,NA
209,10338254,NA,NA,NA,NA,NA
210,10338255,NA,NA,NA,NA,NA
211,10338256,NA,NA,NA,NA,NA
212,10338257,NA,NA,NA,NA,NA
213,10338258,NA,NA,NA,NA,NA
214,10338259,NA,NA,NA,NA,NA
215,10338260,NA,NA,NA,NA,NA
216,10338261,NA,NA,NA,NA,NA
217,10338262,NA,NA,NA,NA,NA
218,10338263,NA,NA,NA,NA,NA
219,10338264,NA,NA,NA,NA,NA
220,10338265,NA,NA,NA,NA,NA
221,10338266,NA,NA,NA,NA,NA
222,10338267,NA,NA,NA,NA,NA
223,10338268,NA,NA,NA,NA,NA
224,10338269,NA,NA,NA,NA,NA
225,10338270,NA,NA,NA,NA,NA
226,10338271,NA,NA,NA,NA,NA
227,10338272,NA,NA,NA,NA,NA
228,10338273,NA,NA,NA,NA,NA
229,10338274,NA,NA,NA,NA,NA
230,10338275,NA,NA,NA,NA,NA
231,10338276,NA,NA,NA,NA,NA
232,10338277,NA,NA,NA,NA,NA
233,10338278,NA,NA,NA,NA,NA
234,10338279,NA,NA,NA,NA,NA
235,10338280,NA,NA,NA,NA,NA
236,10338281,NA,NA,NA,NA,NA
237,10338282,NA,NA,NA,NA,NA
238,10338283,NA,NA,NA,NA,NA
239,10338284,NA,NA,NA,NA,NA
240,10338285,NA,NA,NA,NA,NA
241,10338286,NA,NA,NA,NA,NA
242,10338287,NA,NA,NA,NA,NA
243,10338288,NA,NA,NA,NA,NA
244,10338289,NA,NA,NA,NA,NA
245,10338290,NA,NA,NA,NA,NA
246,10338291,NA,NA,NA,NA,NA
247,10338292,NA,NA,NA,NA,NA
248,10338293,NA,NA,NA,NA,NA
249,10338294,NA,NA,NA,NA,NA
250,10338295,NA,NA,NA,NA,NA
251,10338296,NA,NA,NA,NA,NA
252,10338297,NA,NA,NA,NA,NA
253,10338298,NA,NA,NA,NA,NA
254,10338299,NA,NA,NA,NA,NA
255,10338300,NA,NA,NA,NA,NA
256,10338301,NA,NA,NA,NA,NA
257,10338302,NA,NA,NA,NA,NA
258,10338303,NA,NA,NA,NA,NA
259,10338304,NA,NA,NA,NA,NA
260,10338305,NA,NA,NA,NA,NA
261,10338306,NA,NA,NA,NA,NA
262,10338307,NA,NA,NA,NA,NA
263,10338308,NA,NA,NA,NA,NA
264,10338309,NA,NA,NA,NA,NA
265,10338310,NA,NA,NA,NA,NA
266,10338311,NA,NA,NA,NA,NA
267,10338312,NA,NA,NA,NA,NA
268,10338313,NA,NA,NA,NA,NA
269,10338314,NA,NA,NA,NA,NA
270,10338315,NA,NA,NA,NA,NA
271,10338316,NA,NA,NA,NA,NA
272,10338317,NA,NA,NA,NA,NA
273,10338318,NA,NA,NA,NA,NA
274,10338319,NA,NA,NA,NA,NA
275,10338320,NA,NA,NA,NA,NA
276,10338321,NA,NA,NA,NA,NA
277,10338322,NA,NA,NA,NA,NA
278,10338323,NA,NA,NA,NA,NA
279,10338324,NA,NA,NA,NA,NA
280,10338325,NA,NA,NA,NA,NA
281,10338326,NA,NA,NA,NA,NA
282,10338327,NA,NA,NA,NA,NA
283,10338328,NA,NA,NA,NA,NA
284,10338329,NA,NA,NA,NA,NA
285,10338330,NA,NA,NA,NA,NA
286,10338331,NA,NA,NA,NA,NA
287,10338332,NA,NA,NA,NA,NA
288,10338333,NA,NA,NA,NA,NA
289,10338334,NA,NA,NA,NA,NA
290,10338335,NA,NA,NA,NA,NA
291,10338336,NA,NA,NA,NA,NA
292,10338337,NA,NA,NA,NA,NA
293,10338338,NA,NA,NA,NA,NA
294,10338339,NA,NA,NA,NA,NA
295,10338340,NA,NA,NA,NA,NA
296,10338341,NA,NA,NA,NA,NA
297,10338342,NA,NA,NA,NA,NA
298,10338343,NA,NA,NA,NA,NA
299,10338344,NA,NA,NA,NA,NA
300,10338345,NA,NA,NA,NA,NA
301,10338346,NA,NA,NA,NA,NA
302,10338347,NA,NA,NA,NA,NA
303,10338348,NA,NA,NA,NA,NA
304,10338349,NA,NA,NA,NA,NA
305,10338350,NA,NA,NA,NA,NA
306,10338351,NA,NA,NA,NA,NA
307,10338352,NA,NA,NA,NA,NA
308,10338353,NA,NA,NA,NA,NA
309,10338354,NA,NA,NA,NA,NA
310,10338355,NA,NA,NA,NA,NA
311,10338356,NA,NA,NA,NA,NA
312,10338357,NA,NA,NA,NA,NA
313,10338358,NA,NA,NA,NA,NA
314,10338359,NA,NA,NA,NA,NA
315,10338360,NA,NA,NA,NA,NA
316,10338361,NA,NA,NA,NA,NA
317,10338362,NA,NA,NA,NA,NA
318,10338363,NA,NA,NA,NA,NA
319,10338364,NA,NA,NA,NA,NA
320,10338365,NA,NA,NA,NA,NA
321,10338366,NA,NA,NA,NA,NA
322,10338367,NA,NA,NA,NA,NA
323,10338368,NA,NA,NA,NA,NA
324,10338369,NA,NA,NA,NA,NA
325,10338370,NA,NA,NA,NA,NA
326,10338371,NA,NA,NA,NA,NA
327,10338372,NA,NA,NA,NA,NA
328,10338373,NA,NA,NA,NA,NA
329,10338374,NA,NA,NA,NA,NA
330,10338375,NA,NA,NA,NA,NA
331,10338376,NA,NA,NA,NA,NA
332,10338377,NA,NA,NA,NA,NA
333,10338378,NA,NA,NA,NA,NA
334,10338379,NA,NA,NA,NA,NA
335,10338380,NA,NA,NA,NA,NA
336,10338381,NA,NA,NA,NA,NA
337,10338382,NA,NA,NA,NA,NA
338,10338383,NA,NA,NA,NA,NA
339,10338384,NA,NA,NA,NA,NA
340,10338385,NA,NA,NA,NA,NA
341,10338386,NA,NA,NA,NA,NA
342,10338387,NA,NA,NA,NA,NA
343,10338388,NA,NA,NA,NA,NA
344,10338389,NA,NA,NA,NA,NA
345,10338390,NA,NA,NA,NA,NA
346,10338391,NA,NA,NA,NA,NA
347,10338392,NA,NA,NA,NA,NA
348,10338393,NA,NA,NA,NA,NA
349,10338394,NA,NA,NA,NA,NA
350,10338395,NA,NA,NA,NA,NA
351,10338396,NA,NA,NA,NA,NA
352,10338397,NA,NA,NA,NA,NA
353,10338398,NA,NA,NA,NA,NA
354,10338399,NA,NA,NA,NA,NA
355,10338400,NA,NA,NA,NA,NA
356,10338401,NA,NA,NA,NA,NA
357,10338402,NA,NA,NA,NA,NA
358,10338403,NA,NA,NA,NA,NA
359,10338404,NA,NA,NA,NA,NA
360,10338405,NA,NA,NA,NA,NA
361,10338406,NA,NA,NA,NA,NA
362,10338407,NA,NA,NA,NA,NA
363,10338408,NA,NA,NA,NA,NA
364,10338409,NA,NA,NA,NA,NA
365,10338410,NA,NA,NA,NA,NA
366,10338411,NA,NA,NA,NA,NA
367,10338412,NA,NA,NA,NA,NA
368,10338413,NA,NA,NA,NA,NA
369,10338414,NA,NA,NA,NA,NA
370,10338415,NA,NA,NA,NA,NA
371,10338416,NA,NA,NA,NA,NA
372,10338417,NA,NA,NA,NA,NA
373,10338418,NA,NA,NA,NA,NA
374,10338419,NA,NA,NA,NA,NA
375,10338420,NA,NA,NA,NA,NA
376,10338421,NA,NA,NA,NA,NA
377,10338422,NA,NA,NA,NA,NA
378,10338423,NA,NA,NA,NA,NA
379,10338424,NA,NA,NA,NA,NA
380,10338425,NA,NA,NA,NA,NA
381,10338426,NA,NA,NA,NA,NA
382,10338427,NA,NA,NA,NA,NA
383,10338428,NA,NA,NA,NA,NA
384,10338429,NA,NA,NA,NA,NA
385,10338430,NA,NA,NA,NA,NA
386,10338431,NA,NA,NA,NA,NA
387,10338432,NA,NA,NA,NA,NA
388,10338433,NA,NA,NA,NA,NA
389,10338434,NA,NA,NA,NA,NA
390,10338435,NA,NA,NA,NA,NA
391,10338436,NA,NA,NA,NA,NA
392,10338437,NA,NA,NA,NA,NA
393,10338438,NA,NA,NA,NA,NA
394,10338439,NA,NA,NA,NA,NA
395,10338440,NA,NA,NA,NA,NA
396,10338441,NA,NA,NA,NA,NA
397,10338442,NA,NA,NA,NA,NA
398,10338443,NA,NA,NA,NA,NA
399,10338444,NA,NA,NA,NA,NA
400,10338445,NA,NA,NA,NA,NA
401,10338446,NA,NA,NA,NA,NA
402,10338447,NA,NA,NA,NA,NA
403,10338448,NA,NA,NA,NA,NA
404,10338449,NA,NA,NA,NA,NA
405,10338450,NA,NA,NA,NA,NA
406,10338451,NA,NA,NA,NA,NA
407,10338452,NA,NA,NA,NA,NA
408,10338453,NA,NA,NA,NA,NA
409,10338454,NA,NA,NA,NA,NA
410,10338455,NA,NA,NA,NA,NA
411,10338456,NA,NA,NA,NA,NA
412,10338457,NA,NA,NA,NA,NA
413,10338458,NA,NA,NA,NA,NA
414,10338459,NA,NA,NA,NA,NA
415,10338460,NA,NA,NA,NA,NA
416,10338461,NA,NA,NA,NA,NA
417,10338462,NA,NA,NA,NA,NA
418,10338463,NA,NA,NA,NA,NA
419,10338464,NA,NA,NA,NA,NA
420,10338465,NA,NA,NA,NA,NA
421,10338466,NA,NA,NA,NA,NA
422,10338467,NA,NA,NA,NA,NA
423,10338468,NA,NA,NA,NA,NA
424,10338469,NA,NA,NA,NA,NA
425,10338470,NA,NA,NA,NA,NA
426,10338471,NA,NA,NA,NA,NA
427,10338472,NA,NA,NA,NA,NA
428,10338473,NA,NA,NA,NA,NA
429,10338474,NA,NA,NA,NA,NA
430,10338475,NA,NA,NA,NA,NA
431,10338476,NA,NA,NA,NA,NA
432,10338477,NA,NA,NA,NA,NA
433,10338478,NA,NA,NA,NA,NA
434,10338479,NA,NA,NA,NA,NA
435,10338480,NA,NA,NA,NA,NA
436,10338481,NA,NA,NA,NA,NA
437,10338482,NA,NA,NA,NA,NA
438,10338483,NA,NA,NA,NA,NA
439,10338484,NA,NA,NA,NA,NA
440,10338485,NA,NA,NA,NA,NA
441,10338486,NA,NA,NA,NA,NA
442,10338487,NA,NA,NA,NA,NA
443,10338488,NA,NA,NA,NA,NA
444,10338489,NA,NA,NA,NA,NA
445,10338490,NA,NA,NA,NA,NA
446,10338491,NA,NA,NA,NA,NA
447,10338492,NA,NA,NA,NA,NA
448,10338493,NA,NA,NA,NA,NA
449,10338494,NA,NA,NA,NA,NA
450,10338495,NA,NA,NA,NA,NA
451,10338496,NA,NA,NA,NA,NA
452,10338497,NA,NA,NA,NA,NA
453,10338498,NA,NA,NA,NA,NA
454,10338499,NA,NA,NA,NA,NA
455,10338500,NA,NA,NA,NA,NA
456,10338501,NA,NA,NA,NA,NA
457,10338502,NA,NA,NA,NA,NA
458,10338503,NA,NA,NA,NA,NA
459,10338504,NA,NA,NA,NA,NA
460,10338505,NA,NA,NA,NA,NA
461,10338506,NA,NA,NA,NA,NA
462,10338507,NA,NA,NA,NA,NA
463,10338508,NA,NA,NA,NA,NA
464,10338509,NA,NA,NA,NA,NA
465,10338510,NA,NA,NA,NA,NA
466,10338511,NA,NA,NA,NA,NA
467,10338512,NA,NA,NA,NA,NA
468,10338513,NA,NA,NA,NA,NA
469,10338514,NA,NA,NA,NA,NA
470,10338515,NA,NA,NA,NA,NA
471,10338516,NA,NA,NA,NA,NA
472,10338517,NA,NA,NA,NA,NA
473,10338518,NA,NA,NA,NA,NA
474,10338519,NA,NA,NA,NA,NA
475,10338520,NA,NA,NA,NA,NA
476,10338521,NA,NA,NA,NA,NA
477,10338522,NA,NA,NA,NA,NA
478,10338523,NA,NA,NA,NA,NA
479,10338524,NA,NA,NA,NA,NA
480,10338525,NA,NA,NA,NA,NA
481,10338526,NA,NA,NA,NA,NA
482,10338527,NA,NA,NA,NA,NA
483,10338528,NA,NA,NA,NA,NA
484,10338529,NA,NA,NA,NA,NA
485,10338530,NA,NA,NA,NA,NA
486,10338531,NA,NA,NA,NA,NA
487,10338532,NA,NA,NA,NA,NA
488,10338533,NA,NA,NA,NA,NA
489,10338534,NA,NA,NA,NA,NA
490,10338535,NA,NA,NA,NA,NA
491,10338536,NA,NA,NA,NA,NA
492,10338537,NA,NA,NA,NA,NA
493,10338538,NA,NA,NA,NA,NA
494,10338539,NA,NA,NA,NA,NA
495,10338540,NA,NA,NA,NA,NA
496,10338541,NA,NA,NA,NA,NA
497,10338542,NA,NA,NA,NA,NA
498,10338543,NA,NA,NA,NA,NA
499,10338544,NA,NA,NA,NA,NA
500,10338545,NA,NA,NA,NA,NA
501,10338546,NA,NA,NA,NA,NA
502,10338547,NA,NA,NA,NA,NA
503,10338548,NA,NA,NA,NA,NA
504,10338549,NA,NA,NA,NA,NA
505,10338550,NA,NA,NA,NA,NA
506,10338551,NA,NA,NA,NA,NA
507,10338552,NA,NA,NA,NA,NA
508,10338553,NA,NA,NA,NA,NA
509,10338554,NA,NA,NA,NA,NA
510,10338555,NA,NA,NA,NA,NA
511,10338556,NA,NA,NA,NA,NA
512,10338557,NA,NA,NA,NA,NA
513,10338558,NA,NA,NA,NA,NA
514,10338559,NA,NA,NA,NA,NA
515,10338560,NA,NA,NA,NA,NA
516,10338561,NA,NA,NA,NA,NA
517,10338562,NA,NA,NA,NA,NA
518,10338563,NA,NA,NA,NA,NA
519,10338564,NA,NA,NA,NA,NA
520,10338565,NA,NA,NA,NA,NA
521,10338566,NA,NA,NA,NA,NA
522,10338567,NA,NA,NA,NA,NA
523,10338568,NA,NA,NA,NA,NA
524,10338569,NA,NA,NA,NA,NA
525,10338570,NA,NA,NA,NA,NA
526,10338571,NA,NA,NA,NA,NA
527,10338572,NA,NA,NA,NA,NA
528,10338573,NA,NA,NA,NA,NA
529,10338574,NA,NA,NA,NA,NA
530,10338575,NA,NA,NA,NA,NA
531,10338576,NA,NA,NA,NA,NA
532,10338577,NA,NA,NA,NA,NA
533,10338578,NA,NA,NA,NA,NA
534,10338579,NA,NA,NA,NA,NA
535,10338580,NA,NA,NA,NA,NA
536,10338581,NA,NA,NA,NA,NA
537,10338582,NA,NA,NA,NA,NA
538,10338583,NA,NA,NA,NA,NA
539,10338584,NA,NA,NA,NA,NA
540,10338585,NA,NA,NA,NA,NA
541,10338586,NA,NA,NA,NA,NA
542,10338587,NA,NA,NA,NA,NA
543,10338588,NA,NA,NA,NA,NA
544,10338589,NA,NA,NA,NA,NA
545,10338590,NA,NA,NA,NA,NA
546,10338591,NA,NA,NA,NA,NA
547,10338592,NA,NA,NA,NA,NA
548,10338593,NA,NA,NA,NA,NA
549,10338594,NA,NA,NA,NA,NA
550,10338595,NA,NA,NA,NA,NA
551,10338596,NA,NA,NA,NA,NA
552,10338597,NA,NA,NA,NA,NA
553,10338598,NA,NA,NA,NA,NA
554,10338599,NA,NA,NA,NA,NA
555,10338600,NA,NA,NA,NA,NA
556,10338601,NA,NA,NA,NA,NA
557,10338602,NA,NA,NA,NA,NA
558,10338603,NA,NA,NA,NA,NA
559,10338604,NA,NA,NA,NA,NA
560,10338605,NA,NA,NA,NA,NA
561,10338606,NA,NA,NA,NA,NA
562,10338607,NA,NA,NA,NA,NA
563,10338608,NA,NA,NA,NA,NA
564,10338609,NA,NA,NA,NA,NA
565,10338610,NA,NA,NA,NA,NA
566,10338611,NA,NA,NA,NA,NA
567,10338612,NA,NA,NA,NA,NA
568,10338613,NA,NA,NA,NA,NA
569,10338614,NA,NA,NA,NA,NA
570,10338615,NA,NA,NA,NA,NA
571,10338616,NA,NA,NA,NA,NA
572,10338617,NA,NA,NA,NA,NA
573,10338618,NA,NA,NA,NA,NA
574,10338619,NA,NA,NA,NA,NA
575,10338620,NA,NA,NA,NA,NA
576,10338621,NA,NA,NA,NA,NA
577,10338622,NA,NA,NA,NA,NA
578,10338623,NA,NA,NA,NA,NA
579,10338624,NA,NA,NA,NA,NA
580,10338625,NA,NA,NA,NA,NA
581,10338626,NA,NA,NA,NA,NA
582,10338627,NA,NA,NA,NA,NA
583,10338628,NA,NA,NA,NA,NA
584,10338629,NA,NA,NA,NA,NA
585,10338630,NA,NA,NA,NA,NA
586,10338631,NA,NA,NA,NA,NA
587,10338632,NA,NA,NA,NA,NA
588,10338633,NA,NA,NA,NA,NA
589,10338634,NA,NA,NA,NA,NA
590,10338635,NA,NA,NA,NA,NA
591,10338636,NA,NA,NA,NA,NA
592,10338637,NA,NA,NA,NA,NA
593,10338638,NA,NA,NA,NA,NA
594,10338639,NA,NA,NA,NA,NA
595,10338640,NA,NA,NA,NA,NA
596,10338641,NA,NA,NA,NA,NA
597,10338642,NA,NA,NA,NA,NA
598,10338643,NA,NA,NA,NA,NA
599,10338644,NA,NA,NA,NA,NA
600,10338645,NA,NA,NA,NA,NA
601,10338646,NA,NA,NA,NA,NA
602,10338647,NA,NA,NA,NA,NA
603,10338648,NA,NA,NA,NA,NA
604,10338649,NA,NA,NA,NA,NA
605,10338650,NA,NA,NA,NA,NA
606,10338651,NA,NA,NA,NA,NA
607,10338652,NA,NA,NA,NA,NA
608,10338653,NA,NA,NA,NA,NA
609,10338654,NA,NA,NA,NA,NA
610,10338655,NA,NA,NA,NA,NA
611,10338656,NA,NA,NA,NA,NA
612,10338657,NA,NA,NA,NA,NA
613,10338658,NA,NA,NA,NA,NA
614,10338659,NA,NA,NA,NA,NA
615,10338660,NA,NA,NA,NA,NA
616,10338661,NA,NA,NA,NA,NA
617,10338662,NA,NA,NA,NA,NA
618,10338663,NA,NA,NA,NA,NA
619,10338664,NA,NA,NA,NA,NA
620,10338665,NA,NA,NA,NA,NA
621,10338666,NA,NA,NA,NA,NA
622,10338667,NA,NA,NA,NA,NA
623,10338668,NA,NA,NA,NA,NA
624,10338669,NA,NA,NA,NA,NA
625,10338670,NA,NA,NA,NA,NA
626,10338671,NA,NA,NA,NA,NA
627,10338672,NA,NA,NA,NA,NA
628,10338673,NA,NA,NA,NA,NA
629,10338674,NA,NA,NA,NA,NA
630,10338675,NA,NA,NA,NA,NA
631,10338676,NA,NA,NA,NA,NA
632,10338677,NA,NA,NA,NA,NA
633,10338678,NA,NA,NA,NA,NA
634,10338679,NA,NA,NA,NA,NA
635,10338680,NA,NA,NA,NA,NA
636,10338681,NA,NA,NA,NA,NA
637,10338682,NA,NA,NA,NA,NA
638,10338683,NA,NA,NA,NA,NA
639,10338684,NA,NA,NA,NA,NA
640,10338685,NA,NA,NA,NA,NA
641,10338686,NA,NA,NA,NA,NA
642,10338687,NA,NA,NA,NA,NA
643,10338688,NA,NA,NA,NA,NA
644,10338689,NA,NA,NA,NA,NA
645,10338690,NA,NA,NA,NA,NA
646,10338691,NA,NA,NA,NA,NA
647,10338692,NA,NA,NA,NA,NA
648,10338693,NA,NA,NA,NA,NA
649,10338694,NA,NA,NA,NA,NA
650,10338695,NA,NA,NA,NA,NA
651,10338696,NA,NA,NA,NA,NA
652,10338697,NA,NA,NA,NA,NA
653,10338698,NA,NA,NA,NA,NA
654,10338699,NA,NA,NA,NA,NA
655,10338700,NA,NA,NA,NA,NA
656,10338701,NA,NA,NA,NA,NA
657,10338702,NA,NA,NA,NA,NA
658,10338703,NA,NA,NA,NA,NA
659,10338704,NA,NA,NA,NA,NA
660,10338705,NA,NA,NA,NA,NA
661,10338706,NA,NA,NA,NA,NA
662,10338707,NA,NA,NA,NA,NA
